33
35 260 500
214 396 500
401 309 500
62 110 500
438 61 500
400 154 7500 false
332 197 7503 false
430 174 7503 false
334 340 7512 false
277 438 7513 false
402 394 7515 false
444 79 7517 false
401 94 7518 false
167 333 7523 false
391 417 7531 false
327 359 7535 false
145 256 7536 false
49 388 7539 false
275 108 7548 false
235 199 7548 false
353 250 7549 false
389 345 7550 false
236 160 7557 false
118 378 7559 false
453 224 7561 false
344 478 7567 false
326 389 7567 false
28 220 7569 false
481 408 7577 false
410 425 7577 false
228 53 7578 false
3 394 7580 false
454 388 7582 false
275 200 7582 false
271 187 7587 false
331 489 7592 false
57 358 7593 false
155 212 7595 false
108 315 7597 false
220 464 7605 false
200 425 7607 false
207 377 7610 false
478 194 7627 false
65 171 7627 false
354 285 7632 false
328 230 7635 false
40 477 7635 false
157 174 7635 false
232 81 7636 false
119 246 7639 false
179 366 7648 false
150 257 7650 false
391 385 7651 false
356 410 7653 false
249 43 7662 false
345 367 7672 false
221 68 7672 false
156 314 7675 false
486 69 7677 false
319 295 7680 false
167 44 7683 false
109 259 7688 false
313 61 7693 false
27 159 7706 false
146 407 7707 false
1 151 7711 false
19 389 7711 false
429 16 7717 false
151 216 7722 false
404 379 7724 false
255 148 7725 false
143 109 7726 false
368 105 7730 false
443 486 7734 false
174 60 7735 false
27 276 7742 false
440 282 7744 false
20 41 7748 false
7 106 7749 false
208 276 7753 false
294 12 7758 false
452 146 7758 false
393 85 7759 false
486 372 7760 false
368 171 7760 false
246 152 7767 false
454 71 7770 false
93 393 7772 false
282 252 7778 false
129 138 7781 false
409 249 7782 false
393 462 7784 false
235 454 7785 false
196 270 7787 false
450 421 7788 false
325 366 7801 false
388 3 7808 false
162 334 7809 false
193 98 7809 false
158 48 7814 false
121 326 7815 false
193 419 7816 false
287 176 7838 false
230 465 7842 false
220 153 7846 false
439 31 7848 false
201 308 7859 false
322 415 7869 false
126 237 7872 false
418 495 7876 false
200 206 7878 false
203 437 7880 false
339 450 7884 false
428 296 7892 false
55 107 7895 false
499 68 7898 false
51 123 7901 false
275 28 7905 false
292 438 7909 false
339 218 7920 false
389 20 7924 false
184 492 7926 false
301 389 7930 false
262 413 7930 false
304 302 7934 false
456 289 7937 false
51 203 7949 false
400 439 7951 false
14 256 7951 false
127 151 7958 false
274 57 7962 false
49 225 7964 false
64 272 7965 false
60 160 7970 false
58 443 7970 false
23 11 7984 false
249 406 7989 false
63 46 7989 false
459 377 7993 false
232 233 8003 false
409 89 8013 false
470 340 8019 false
176 399 8022 false
137 52 8025 false
4 284 8028 false
379 42 8030 false
67 262 8032 false
171 205 8032 false
58 259 8033 false
100 372 8038 false
427 43 8041 false
160 392 8042 false
12 446 8043 false
67 248 8048 false
370 194 8055 false
163 158 8061 false
325 200 8062 false
382 123 8077 false
239 104 8088 false
128 416 8090 false
266 86 8093 false
370 403 8097 false
196 218 8102 false
443 313 8106 false
94 338 8108 false
99 426 8120 false
445 191 8123 false
324 427 8133 false
409 226 8134 false
155 0 8158 false
345 427 8164 false
482 480 8170 false
300 61 8171 false
302 137 8175 false
179 297 8175 false
410 279 8177 false
110 326 8178 false
79 487 8180 false
479 153 8183 false
422 177 8187 false
153 23 8190 false
451 368 8210 false
347 42 8224 false
134 166 8226 false
34 193 8229 false
187 119 8231 false
466 173 8233 false
212 74 8235 false
272 154 8237 false
325 90 8242 false
274 477 8268 false
407 459 8290 false
272 73 8291 false
354 280 8299 false
119 434 8324 false
207 109 8334 false
257 80 8340 false
153 159 8341 false
237 37 8345 false
418 111 8346 false
290 277 8349 false
226 372 8361 false
155 477 8364 false
386 464 8368 false
448 171 8368 false
193 410 8374 false
118 182 8376 false
116 441 8379 false
81 201 8383 false
69 414 8393 false
142 269 8395 false
113 44 8399 false
288 25 8410 false
76 316 8412 false
376 100 8429 false
120 459 8430 false
77 476 8431 false
8 451 8433 false
394 63 8443 false
139 100 8457 false
196 287 8457 false
407 212 8464 false
186 480 8469 false
221 21 8484 false
358 486 8492 false
117 479 8497 false
120 232 8498 false
242 428 8509 false
140 464 8510 false
6 279 8531 false
294 196 8538 false
195 128 8565 false
443 330 8572 false
347 212 8614 false
87 20 8623 false
242 461 8625 false
306 389 8637 false
443 300 8637 false
229 351 8647 false
204 252 8653 false
48 472 8657 false
398 399 8662 false
414 334 8669 false
246 259 8707 false
484 470 8716 false
267 445 8733 false
34 384 8736 false
383 402 8756 false
220 495 8763 false
256 233 8770 false
224 6 8791 false
286 68 8801 false
381 277 8820 false
253 499 8825 false
332 225 8829 false
236 214 8833 false
291 69 8853 false
27 362 8855 false
318 433 8857 false
26 467 8900 false
209 200 8910 false
441 96 8931 false
434 476 8942 false
229 206 8956 false
317 439 8991 false
377 95 8992 false
12 311 9003 false
366 298 9008 false
178 313 9015 false
208 176 9021 false
61 396 9037 false
263 95 9057 false
323 20 9077 false
439 185 9086 false
469 414 9087 false
447 158 9135 false
401 211 9137 false
420 55 9180 false
145 304 9185 false
287 453 9189 false
117 66 9197 false
309 65 9215 false
131 233 9246 false
235 276 9267 false
309 254 9322 false
102 307 9330 false
466 156 9360 false
375 377 9405 false
76 42 9413 false
444 478 9420 false
7 112 9462 false
120 489 9483 false
77 383 9533 false
265 80 9541 false
252 214 9562 false
203 194 9581 false
341 491 9712 false
249 289 9769 false
4 117 9775 false
33 116 9903 false
464 259 9965 false
325 105 10281 true
325 25 10700 true
267 156 11294 true
39 417 12178 true
285 275 12282 true
sousedi letist
1033 70 113 910 1649 950 293 1536 2105 965 152 2769 2630 2580 1652 601 384 2822 2842 58 952 1464 934 1985 48 993 2493 1580 2683 1990 2826 1544 2840 2191 1729 310 199 2567 2847 1074 2923 1191 1180 35 419 2825 1876 2545 1596 2838 1929 624 2721 1242 644 2238 870 117 613 399 
2502 82 954 1212 2490 2589 1455 1635 1002 892 679 2050 2585 691 2735 189 1017 826 1082 2899 828 1169 311 1408 2895 1066 1350 1402 1453 615 2423 1413 2795 2125 2734 2539 2075 2556 1125 400 733 628 2175 660 1001 966 597 2830 130 529 1083 2333 2836 1934 2182 1276 642 2413 1443 1308 
759 1895 140 2325 2128 906 1848 2432 1639 1962 1563 1837 699 856 551 1661 299 695 2308 1421 51 1094 2192 708 85 977 2345 842 2383 871 2246 1016 938 2444 2936 503 2574 2807 92 1113 2587 2869 1202 1384 2576 2163 185 1817 236 1390 441 2961 2660 1566 2946 512 2715 1783 2509 187 
165 2808 1850 1512 2155 575 942 251 325 2596 2028 2810 903 1316 1524 2006 1329 2139 2273 1610 844 1915 120 270 206 283 2363 2303 397 277 83 2624 2697 736 372 2342 1888 692 484 250 2993 2360 964 2544 1571 268 174 1713 1144 2400 1657 1634 1026 521 1541 564 586 74 2627 1951 
1812 1208 1785 1660 1068 935 1450 422 777 1537 2780 2705 2971 1997 2620 396 2844 2465 1315 1601 1233 490 456 2272 1787 1219 2672 234 2668 1270 1355 1796 258 2799 217 2501 721 723 791 2299 247 2138 2241 1725 596 879 2955 806 1673 90 536 52 1913 908 1377 492 542 1588 943 1197 
sousedi mest
2422 904 2856 1014 1424 1919 1778 2419 2358 2540 
2721 1074 1242 1985 1464 1043 176 1876 1929 1476 
454 2452 1000 2296 2453 1054 1959 715 1172 2846 
302 2794 1087 2870 474 2331 2732 148 792 1479 
2773 1734 413 1062 2914 1845 2385 2787 1454 2240 
1189 939 2220 2991 1844 2207 2647 920 1728 2283 
2171 2889 612 2595 2792 1165 46 706 79 829 
2316 2590 1599 2398 1481 1712 2717 1698 2118 1625 
1883 798 1984 1488 1732 1489 2656 2356 1841 1288 
316 2091 2369 1499 401 2018 253 2416 2699 2204 
2319 1947 810 1112 2162 1325 1232 740 2049 1892 
2640 1046 2344 1808 2101 2565 423 1406 2582 1944 
612 79 2792 2438 2879 706 40 1722 2889 107 
1756 2179 2891 137 949 2877 653 1037 2350 2459 
952 934 1180 1536 601 293 870 2152 910 1544 
2131 1434 1678 1348 1226 446 94 676 204 2208 
451 184 2670 2442 2906 1766 2069 467 1748 1263 
1639 1661 2246 2807 1848 236 871 140 1962 2395 
2299 356 1588 2799 647 2761 2672 1601 723 243 
1830 905 1672 1807 2203 2577 1267 1238 1368 2831 
2711 1120 530 2940 1457 1866 402 1685 1706 2601 
1819 2220 2412 2043 920 819 939 1663 2207 874 
1492 2142 388 266 1419 2181 862 1619 2811 1178 
1369 2994 2691 1487 745 2482 1557 1466 1545 1439 
1580 950 2105 2493 310 2630 2825 1464 2847 2842 
1252 533 1697 1142 403 2078 2677 1290 2365 2095 
1006 888 1909 933 78 997 1699 1916 1569 770 
1609 2096 124 348 745 1472 162 2485 68 869 
1227 222 786 755 1542 1964 2276 1656 1839 672 
97 2180 2280 2489 1864 2146 1884 2543 2324 765 
241 350 744 1708 1159 2292 1651 2399 594 693 
1147 1924 867 1223 1445 146 2317 2904 924 1239 
624 1088 1526 922 1906 1491 399 394 2826 2224 
440 931 1518 2149 1575 1897 996 1357 2981 1495 
2718 2384 124 1640 1116 2223 162 2096 2440 61 
2855 909 1061 1231 1927 404 475 2099 195 333 
910 293 1536 1649 1033 601 2769 1652 113 952 
273 743 1426 2575 670 2288 1053 2102 2304 1622 
1602 694 961 663 1653 2108 604 414 629 271 
1339 2708 248 676 655 2426 1311 2723 1348 460 
1144 521 1429 2235 1195 2303 1634 2583 397 1026 
2052 2818 254 1363 1392 1759 2394 960 2753 1735 
606 380 836 1775 1799 1885 343 1788 1273 2385 
1340 2475 1628 2377 1092 2491 2100 410 175 216 
1006 2104 1916 997 1505 275 2289 60 182 888 
46 612 706 2879 2792 2438 2889 2925 40 107 
2885 2609 2654 1742 214 453 2517 796 986 2039 
2639 2727 643 447 2570 476 2728 2071 1174 1420 
1212 1455 2585 2502 1002 2490 954 2050 2589 1350 
692 268 283 1329 2342 1541 2363 484 2006 942 
1259 1642 2297 2974 362 2905 945 1310 2032 2055 
871 503 92 1962 1837 2869 441 1848 938 906 
2579 1633 444 145 2552 2497 1025 2611 2558 2476 
604 336 2245 2278 2478 1009 2920 1810 1667 2512 
2420 407 1961 722 1981 1115 714 2679 1449 2951 
2915 2862 2698 2970 112 2145 354 778 2013 2560 
2955 524 2668 579 1197 1233 2637 217 620 1270 
1075 1913 2571 1616 1041 258 536 1908 621 647 
503 85 441 871 2869 2404 2660 1962 938 1837 
1032 560 802 1637 1351 101 716 1507 121 1902 
1840 386 446 986 796 2785 2897 49 633 2821 
2746 231 572 1889 2935 2704 1463 2941 460 1383 
1945 1107 2514 2291 1114 1496 1737 2693 577 1996 
63 2280 1884 2180 1864 2543 2489 2070 1561 2146 
2927 1507 180 587 260 327 101 1774 802 2161 
105 1867 1318 1671 1852 323 2004 408 2467 855 
2731 1631 2841 1670 2271 1065 2762 2194 2540 1827 
802 1902 1366 1507 121 327 560 93 98 2848 
2151 428 2796 584 1435 2728 2230 1042 334 2626 
719 2714 1027 1891 1297 1969 742 991 599 2466 
278 1462 123 2710 545 200 1022 2745 2802 2743 
99 1318 1671 1867 855 1335 408 323 1852 1387 
2504 1534 1733 2787 1845 2535 181 2401 413 478 
1820 1385 2879 762 2289 2438 182 1569 1720 1753 
2901 1335 1387 687 2888 1336 2909 1938 550 105 
2371 2040 510 1691 1441 473 1139 1299 418 2872 
1604 2880 1605 866 506 868 711 2980 1244 1388 
2378 787 1842 1521 1089 2347 2900 414 2411 1009 
2862 2698 89 1765 2145 1251 354 2671 2915 2470 
152 2580 1649 2822 70 1033 2769 965 293 910 
2372 1425 2388 2959 2776 420 1898 2908 2027 1972 
864 2982 532 590 2427 1458 1433 1533 2831 1099 
1256 1152 1834 2531 479 1754 1038 1875 2021 1707 
1272 1979 2567 1430 419 199 1990 1501 2960 2838 
948 576 1458 1313 1857 1322 686 945 2982 1304 
194 1935 2102 1053 1722 1816 2575 558 1008 1720 
206 250 283 2342 2360 325 1850 1329 83 586 
1902 1372 560 2603 101 1032 802 1504 2145 93 
913 2858 2042 1467 1072 2211 340 502 1249 1625 
1022 1586 545 104 2037 1462 2448 1802 2904 2710 
2440 745 61 68 2691 2096 1700 1609 1545 2994 
1323 178 539 610 368 661 783 1119 656 1278 
1470 188 1965 2089 482 1092 1690 415 550 416 
1447 1687 298 1987 2445 2356 2654 1732 1395 1374 
398 1686 2871 2248 1643 2910 2072 191 2315 1860 
1165 1157 2625 2171 2595 2881 1722 2792 40 1573 
2556 1418 2333 1083 2335 203 304 1413 826 2256 
978 1161 1378 2883 2439 559 164 1828 2495 2995 
2374 2800 1869 820 375 2573 281 2449 2252 2231 
2170 1685 2329 811 1444 402 1120 2998 1086 465 
2027 420 1052 956 1986 332 1900 114 2912 863 
665 1123 840 2218 1353 202 2098 548 2648 2659 
159 359 191 1860 2985 2467 128 2315 1686 2919 
1756 2877 47 2823 2350 2559 949 2179 1153 1037 
1779 969 1097 1938 2859 1921 1285 855 741 1750 
1624 665 1655 2357 548 2218 2600 1067 135 1123 
759 1639 1895 1661 1848 695 906 2325 2128 51 
308 593 347 1508 1849 436 1689 1901 1926 698 
720 1943 1918 2182 2817 1503 578 2921 1382 2147 
1081 1791 1475 2591 517 571 2985 756 2919 2896 
2943 431 2402 1764 750 161 2988 915 2373 2581 
2558 2611 1025 186 86 2911 2579 2846 1633 2953 
1271 1924 65 153 2317 2535 1239 1733 390 867 
294 1760 220 253 2699 1952 401 899 1428 1718 
1682 302 784 2090 37 2225 434 632 2732 984 
2103 2481 1515 1517 2662 1149 164 2495 2975 305 
2549 389 1070 179 1373 2823 1669 1409 2783 2513 
567 377 387 2510 971 1803 2436 2568 2602 520 
113 1649 2769 2822 2683 2580 1652 2923 70 1990 
1239 2455 390 1924 146 2123 2868 2401 625 1940 
2956 2471 2983 2767 1344 2234 901 1391 2511 201 
2073 1957 2339 2337 2093 1234 2072 1248 2214 727 
1863 2551 2635 1098 1367 2015 171 225 2673 680 
1622 2295 2265 2837 627 743 1310 2055 2594 1426 
1971 2606 516 664 2035 2202 2237 1337 1168 2835 
136 359 191 2985 1860 2467 2919 2591 2315 1852 
2500 894 357 1181 1714 2779 1210 1665 2716 2798 
382 2581 2226 2943 773 1523 1380 144 750 1764 
907 2096 2538 2718 2223 1472 61 463 68 781 
2756 2060 729 2975 1519 280 839 2662 2619 2866 
2883 1515 1838 1517 2481 2684 149 131 2103 978 
1850 2155 325 2808 2028 2596 575 942 2139 1512 
1669 2233 2549 1951 1825 1373 179 2513 564 703 
1098 171 2551 958 2673 1890 2635 1878 925 156 
1368 268 586 998 2342 2577 1541 83 250 692 
2376 1879 2120 2973 2605 2177 2392 2884 232 580 
1126 776 543 324 766 1040 2719 1529 2330 480 
1098 1890 167 2635 2551 925 2479 156 2673 958 
2963 2473 2044 2515 2081 2989 2483 547 1012 851 
2041 1713 1158 2627 1888 372 1005 2063 2003 174 
2993 2627 372 1280 844 1713 277 2188 173 903 
684 1843 1937 216 623 880 1717 725 1628 756 
1043 1476 845 2721 1549 1761 35 1242 1868 963 
2106 496 1731 641 352 263 2146 765 349 1864 
783 125 661 1326 1323 368 2938 539 610 2547 
2513 1669 389 959 2549 150 2375 1951 166 2608 
2161 2927 1948 98 244 1976 2700 1942 2813 1774 
1516 430 1534 1243 2787 106 1989 712 2397 413 
275 2104 2289 762 1916 2451 1753 2437 1385 78 
2827 860 2666 789 1163 2322 2737 229 1469 724 
50 1766 2069 1595 2670 451 1263 1519 1404 2442 
2931 1783 2807 236 1113 1865 1528 977 1520 2857 
2911 2558 1723 2846 145 2611 1025 715 86 1000 
2576 1495 996 1566 2383 931 2715 1094 1059 1518 
126 2089 2853 257 1965 651 1470 482 1690 2121 
1408 2735 1635 1169 2589 2075 2125 1082 1017 954 
1683 2071 476 1886 1719 1763 1317 2435 2370 1396 
1860 359 2315 136 2467 159 2248 128 2919 2985 
929 649 286 1954 930 1137 1320 1132 1613 265 
2669 2525 772 1823 1847 2681 1946 284 2082 2562 
119 1053 2102 1935 558 1720 2575 1722 273 2438 
333 1786 2688 1912 1177 404 69 1473 2537 1927 
331 2174 582 1431 371 2618 197 581 2269 1045 
1431 331 2999 371 196 2894 2111 2782 859 2174 
946 505 1058 1151 785 2763 1383 1414 1076 466 
1990 2838 2923 2567 117 1272 2683 419 2769 1501 
262 2710 1809 2745 2117 104 2393 1245 1620 278 
2234 2803 2471 900 901 2511 154 2767 2956 1090 
1353 1493 2218 2712 648 2036 2049 953 135 2098 
304 2247 2007 1083 2335 1204 2556 130 1418 2256 
1226 676 2426 2708 2638 2131 73 1678 49 460 
2133 317 2893 1611 1530 1047 579 1197 2524 620 
120 2360 325 250 397 2139 1850 283 1634 2342 
2921 1382 1918 1452 1133 1342 1943 142 2423 660 
2409 2158 2665 1266 2978 1109 2111 2782 1618 2164 
2408 1204 2247 2007 443 2340 203 2563 304 2334 
2323 1795 2996 2966 2629 1593 376 824 1556 1776 
2720 1343 1970 2281 339 1399 320 1757 1912 1021 
2298 1471 1745 292 1063 2430 2643 630 1302 1422 
1749 2167 896 2612 1438 226 2979 962 274 1906 
2609 1692 1090 2550 2885 80 1539 2646 2511 1365 
2361 522 2903 2262 1743 849 1870 2403 1024 847 
725 2100 684 175 2190 2475 1258 1874 623 1843 
1673 879 1197 1315 791 2834 579 1530 90 1233 
862 1386 1920 2142 388 1178 56 1162 1736 1619 
2437 2569 1055 1753 2765 224 2451 895 1486 1261 
2699 1718 147 1952 401 253 294 316 2156 944 
1089 1667 975 2414 697 2245 1810 1009 2900 223 
62 1542 672 2680 1964 786 1246 1656 755 1227 
1960 1810 2762 975 2512 1631 2326 2731 2278 1827 
2597 2083 2462 2569 2783 219 780 1409 1423 2312 
2744 2015 2413 1367 1863 774 156 1001 642 2125 
274 1749 2612 1249 1446 2258 1871 213 2167 2907 
2681 284 752 2520 2562 772 2525 1946 2065 2338 
2709 2749 1465 2789 1328 426 2488 2261 1473 1360 
2737 1292 2666 1469 2002 183 2827 860 1968 1247 
1698 2843 1467 2042 2398 2118 1481 1758 913 2456 
95 2941 2935 460 2746 1061 909 572 2704 1889 
2157 2120 2074 523 2939 2605 169 1342 2376 2177 
1304 374 249 861 1322 825 947 1313 2141 821 
247 1997 396 2241 1450 536 2272 2501 1660 1716 
882 1562 2446 2494 2835 1821 2431 838 2926 637 
1865 2807 185 2395 1520 2931 2770 51 2293 1528 
2407 2752 2809 2463 1013 492 1117 1804 1716 2613 
2924 334 1773 2230 1420 2727 2391 535 2652 428 
988 2077 2382 2584 897 1134 2892 2917 1777 1370 
657 2932 2085 1308 443 2107 748 1872 2334 1873 
64 744 594 1651 1708 605 1608 350 2651 2942 
2751 2434 364 2205 2631 2972 2406 1636 2529 549 
647 1616 356 2761 52 1588 1975 1075 91 2799 
1948 2813 1836 180 2927 2161 1502 2700 2948 587 
1547 945 686 2555 1259 1195 2187 1857 84 2032 
2305 295 2578 291 1480 2759 494 2188 378 1280 
536 234 258 396 1716 2241 2272 1041 1913 1997 
2723 1339 73 1374 1600 1311 1348 2821 2708 676 
1304 233 861 1955 1322 374 821 1313 2905 948 
120 586 2342 2360 206 283 268 83 168 1368 
2810 1512 1610 2273 844 903 575 1888 2808 372 
685 753 682 588 693 2942 2253 1591 2460 744 
401 1499 1994 2699 316 690 147 43 220 294 
1735 1392 75 2818 1525 2052 2306 2394 1363 960 
1293 2172 1238 1427 804 411 2523 1183 998 758 
2934 1031 1236 876 2033 2012 654 1248 2564 2740 
651 2277 2758 1690 279 188 2853 1966 1965 2553 
2272 1913 536 247 2672 396 91 234 1450 1041 
970 808 2522 2967 2860 707 1576 1211 1460 2561 
327 1774 2113 2848 1366 1265 98 1942 2008 101 
2572 2250 918 2136 767 972 2195 381 1029 2610 
2117 200 2393 2326 2976 1809 278 658 1960 104 
641 426 765 1360 2486 2106 1465 177 1328 2146 
313 1364 611 778 1504 1215 1372 2970 1632 926 
1187 785 1137 1076 929 1105 1132 1613 1160 1151 
2811 56 1492 2181 2906 1419 451 1494 388 2442 
1658 1044 290 2010 392 2228 2190 2815 623 448 
83 692 2342 1541 283 168 1329 586 250 484 
1833 2918 324 1703 2461 1257 2301 2719 1811 1529 
277 2006 2624 2363 903 964 484 2993 942 2400 
2026 1122 629 694 617 1602 2655 663 1653 72 
1582 2024 2251 2675 2886 914 1677 2987 1341 2890 
71 1053 2575 2102 2533 1426 743 558 2288 2913 
226 2612 2258 1749 2907 1249 2450 213 896 1446 
182 2104 2451 2437 2289 1916 762 895 78 1753 
2653 1856 1292 1247 2347 1842 2902 799 445 2002 
270 964 2624 2993 903 2363 2006 484 2400 844 
1462 104 2802 2976 2743 2393 2448 123 2920 200 
2758 1690 2553 257 1973 415 1237 2277 1607 1965 
729 2495 2619 1517 990 2662 2103 2756 163 2975 
625 2868 478 820 390 1940 2401 2455 132 2914 
1798 1814 2115 2199 2130 338 2086 837 296 518 
2342 83 1329 120 268 692 250 942 1850 206 
2681 227 1946 2520 2525 2065 2338 752 772 2562 
1156 2433 1215 1432 2008 1364 2018 2848 1504 2113 
192 1320 929 1954 649 1132 930 2509 1384 1160 
393 2626 1079 2882 2362 2151 1435 2997 306 432 
2470 2109 907 463 477 2538 354 2013 585 162 
1677 1128 923 1341 790 2748 914 2824 467 1494 
1044 267 2190 623 2896 725 1658 2010 684 1874 
2578 1480 246 1280 2188 2063 2305 378 295 1158 
1302 2298 212 2430 526 1471 1745 1063 2729 480 
1536 70 601 910 1652 1649 2769 952 1033 48 
147 1760 899 1746 220 253 1428 1287 2699 1952 
2759 246 2305 2578 291 494 1707 1480 479 378 
2199 1846 2415 749 2781 367 2546 1798 1135 282 
834 2301 771 883 2918 2461 1703 1327 1400 1811 
1374 2039 127 2654 453 2723 1447 1600 2821 248 
2192 1837 938 2432 906 1962 503 2163 85 2128 
1400 2990 2719 1703 543 1126 2729 324 1327 771 
1102 2986 514 1077 2166 2062 917 757 483 2134 
37 148 1087 2794 2732 474 1682 2870 2090 2331 
383 2127 1556 1205 2019 1680 2876 887 2629 2454 
203 2335 2247 2256 1418 2007 1083 130 2556 1204 
1149 2950 2866 2126 2975 2662 2945 2600 149 2103 
886 393 432 1079 1213 2867 287 2362 1232 577 
2863 1185 1823 1772 2176 2338 486 1946 2525 315 
141 347 1508 1538 2263 1926 593 436 1849 1572 
2980 1194 2872 1299 981 2088 1910 574 1441 1605 
2825 1929 1580 1074 58 314 1464 2287 963 2105 
1125 2050 1002 1453 2830 2114 2333 2490 769 826 
1176 1933 2000 2722 1184 1410 652 2185 656 2968 
264 778 2970 1364 611 1372 1504 2915 2145 2560 
963 2286 1929 566 1549 2820 2287 2825 341 310 
2176 486 800 1579 1578 1907 1772 2355 2874 1319 
43 401 1499 2091 2699 253 2369 2204 1994 220 
2133 205 1047 2524 2168 1530 1611 2260 2706 2893 
922 1491 1108 608 2224 1203 2058 1088 1393 1106 
982 2849 997 2005 1909 1739 653 1768 2459 2891 
2527 2720 1021 2615 211 339 2634 1970 2930 2443 
2715 1617 1296 2574 361 1518 1016 1781 2576 512 
1684 674 1439 817 815 1466 734 2221 751 1545 
704 2909 1852 2919 99 1387 105 2467 2591 508 
2719 1529 1126 269 170 300 543 1257 1703 1354 
165 1850 2139 2028 2155 206 397 120 2596 2303 
1589 1627 370 614 1618 737 2978 2064 2268 2466 
1366 260 2848 2113 101 2008 1902 98 1774 1507 
1583 1752 2051 793 2839 1064 1522 330 806 1091 
2964 402 1532 634 1882 1444 1870 2711 1120 2062 
1190 2839 1091 636 2148 2496 793 2135 332 2468 
196 1431 197 371 2999 2174 2618 582 859 1045 
1052 1190 863 956 2135 134 330 2027 1752 2839 
1786 195 973 2099 1473 1357 1231 2688 69 2045 
2230 428 238 2924 2391 1042 2796 2727 102 584 
832 2962 2231 1721 2274 375 2573 797 1555 2406 
87 2478 604 2920 2278 2245 2802 497 663 2512 
1620 1271 1989 1245 469 1809 2535 2745 2317 430 
669 941 1798 1814 2199 1135 2118 2717 282 1312 
1970 1912 2720 1177 2281 2688 211 1201 320 2527 
1625 1072 122 1599 2858 1467 2398 2331 502 2505 
566 1175 2878 1549 1761 2820 640 963 1476 314 
774 2673 1863 2551 2015 1356 989 1509 1878 156 
606 836 782 1982 1885 2373 76 2017 932 2833 
2076 2784 645 1991 2349 2536 1251 2692 1218 2239 
1459 2812 2210 885 1980 1790 1307 1792 2696 1514 
1139 1691 1060 436 1508 2263 2687 473 1030 109 
308 1926 141 1572 593 1538 1689 1508 1192 531 
1609 2485 869 2482 61 1992 1289 1472 2096 2994 
1911 496 1930 1864 1730 1675 1731 2387 2280 1550 
64 2292 1159 1708 2399 2244 916 241 744 2733 
563 2185 1693 2607 421 2722 652 424 2169 1654 
1731 2394 177 1735 496 2306 254 641 519 1930 
1575 2981 1780 2099 2746 1357 440 1231 1897 909 
2013 2470 2862 89 2915 288 585 2109 2561 112 
779 2487 865 1111 2009 2011 1894 991 795 1568 
1588 52 2761 2299 647 2799 243 723 2672 1601 
1714 894 160 1333 1181 1210 2500 546 2798 2557 
2380 596 698 1901 2092 1725 492 1379 2752 1689 
159 191 136 1860 2467 2985 2919 2315 2591 1852 
2937 600 2269 2566 1553 1815 1283 915 2017 582 
1617 1296 1058 1414 1160 321 1781 512 631 946 
2055 1310 1642 2297 2265 2974 84 2837 1581 2905 
2344 1278 788 1406 1119 2173 2332 1905 985 539 
2434 1636 2529 242 549 2751 373 595 2137 2631 
2614 2860 1211 1829 506 2967 970 2080 1244 259 
932 1014 598 1461 1004 2856 1982 2833 1880 2422 
2415 2546 749 1998 296 568 1846 847 2781 2633 
661 125 539 2938 783 2640 178 1278 1119 1323 
1478 562 2046 2367 1978 2637 1085 2061 620 531 
2064 2978 326 1618 509 2158 666 1627 1589 2268 
331 859 196 2618 2999 197 1431 937 2894 2174 
1713 844 1888 174 2810 2627 173 1610 251 2993 
595 2529 1636 1347 364 2137 1479 2434 2794 549 
1304 233 825 1322 1313 947 249 1023 948 861 
2962 2231 2374 2573 1940 132 335 2868 281 2123 
2122 824 2323 2019 2629 887 210 2996 1556 1404 
567 971 2510 151 2568 387 520 2436 621 1803 
2063 1480 2757 2021 1005 768 1158 291 2041 2389 
2633 568 1077 2062 917 1532 2546 2964 847 2986 
1775 1273 76 2977 1855 1885 1788 606 1615 589 
972 2232 1130 2195 2685 1412 2519 2572 1558 1914 
1523 773 161 2226 2622 2570 2215 2581 750 1420 
303 2454 1680 2127 1556 1511 2623 1776 1127 1899 
2842 2826 934 2630 993 2840 910 1536 1033 48 
1715 2695 2528 489 898 1314 487 853 1719 1389 
986 1840 94 796 1742 2821 2785 453 1348 1539 
2510 2436 1803 520 151 971 2568 1908 567 377 
1178 56 1419 862 2142 1492 218 266 911 2275 
1409 179 2375 150 959 2513 2462 1669 2783 2083 
2401 625 153 2455 2868 281 478 2504 1733 1239 
2774 2143 2181 919 1688 1619 1492 534 2516 1084 
1658 2815 2010 267 2651 1044 448 2228 1651 2916 
287 1079 306 2362 432 2882 2626 1232 886 1213 
399 1526 1906 1482 2152 1088 66 896 624 1180 
1036 1640 1700 875 2440 68 1116 124 1545 1093 
1450 2272 234 1997 1660 258 1785 247 777 536 
2139 2303 1634 521 206 2028 325 2360 1144 74 
128 1686 2871 1643 2072 2248 2910 2093 2339 2644 
394 2152 1180 1526 624 66 1482 1906 1088 2826 
1402 597 1308 2175 1017 1873 2895 2334 2932 1169 
253 316 1499 2699 43 220 2091 1994 2369 147 
1120 1685 1444 2711 329 54 2964 133 634 1882 
1697 2696 1307 59 921 2095 2365 533 1252 2210 
2747 1927 2537 854 69 2855 475 195 2425 1201 
438 2206 1370 1010 2562 897 1724 2077 988 772 
1023 1150 570 2928 825 947 1903 747 1533 1433 
88 722 1449 2420 835 1961 2725 2760 1260 1981 
1671 2004 1318 1510 554 1867 855 455 105 99 
2336 592 2835 2446 1277 2202 516 1917 983 1958 
